,objnum,sedfnname,sedtype,obj,ra_psf,dec_psf,g_psf,r_psf,i_psf,z_psf,y_psf,sg_psf,sr_psf,si_psf,sz_psf,sy_psf,g_r_psf,z_y_psf,sig_g_r_psf,sig_z_y_psf,sizecode_psf,ra_ap,dec_ap,g_ap,r_ap,i_ap,z_ap,y_ap,sg_ap,sr_ap,si_ap,sz_ap,sy_ap,g_r_ap,z_y_ap,sig_g_r_ap,sig_z_y_ap,sizecode_ap
0,64,pickles_uk_53.fits,G0IV,64.0,122.45894093286658,-36.20340961461874,15.777670803762788,15.297369652111747,15.071238281862689,14.976902827914936,14.992761572371176,0.0216926252419609,0.020236038454102,0.0148940673993711,0.0294712152457305,0.0461507917165388,0.4803011516510409,-0.0158587444562403,0.0296659272938511,0.0547580871116178,26.154858604253217,122.45894093286658,-36.20340961461874,15.769230240583642,15.281390045686852,15.056974385740704,14.963003471603738,14.96604626262278,0.0178318843446865,0.0145189782159052,0.0158103769367874,0.0161774727483788,0.0423273366785786,0.4878401948967905,-0.0030427910190429,0.0229951479168151,0.0453135085247908,53.69965283962621
1,97,pickles_uk_95.fits,M0III,97.0,122.4432397237376,-36.188544185439625,16.445282330786803,15.197286608680226,14.5575505482318,14.212337671275426,14.017652152923542,0.0258596121987617,0.0205123875618558,0.0191481881894776,0.0286284922371104,0.0335613584467954,1.2479957221065767,0.1946855183518838,0.0330072353667817,0.0441129839000331,64.38311643622869,122.4432397237376,-36.188544185439625,16.446902264968124,15.18941357924484,14.539192248561044,14.20164721899485,14.01225630830437,0.0260349780007179,0.0135483664305124,0.0124665945644962,0.0123770633746972,0.0317657461533284,1.2574886857232848,0.1893909106904807,0.0293492472208965,0.0340918513204984,129.83527810051498
2,101,pickles_uk_58.fits,K1IV,101.0,122.55880218857124,-36.18412322372538,14.70368643189339,13.661006613727166,13.141517816279606,12.92312382634134,12.840352488493076,0.0209743269897636,0.0185819472823346,0.0147200712949722,0.0200800514756662,0.0484111079602662,1.0426798181662242,0.0827713378482659,0.0280216194656374,0.0524103409758605,128.84380868293297,122.55880218857124,-36.18412322372538,14.686562927850428,13.639591763689562,13.118161870932196,12.903609902827382,12.81150121619346,0.013577032707217,0.0093543697823789,0.0161514277282277,0.0115924023322031,0.034385461589853,1.0469711641608654,0.0921086866339226,0.0164875726278408,0.0362869640584457,259.6390097172618
3,108,pickles_uk_13.fits,A7V,108.0,122.47659165280798,-36.16895438784173,13.855750091430306,13.13332173999266,12.888260337147434,12.78089732064985,12.791457254873126,0.0241526094488054,0.0253241685599213,0.022349088452409,0.0345946464226954,0.0357394969091276,0.7224283514376459,-0.0105599342232771,0.0349951719018186,0.0497403377594971,135.95513396750755,122.47659165280798,-36.16895438784173,13.84635190159019,13.121421720594777,12.864262623060922,12.767248020854078,12.786834556708415,0.0097847912543194,0.0117358885752509,0.0178508684735634,0.0107461521207159,0.0295348098129143,0.724930180995413,-0.0195865358543372,0.0152798305141552,0.0314290435121177,273.2751979145922
4,109,pickles_uk_67.fits,A5III,109.0,122.55654919126042,-36.13840355962648,15.638634622370738,15.116135308201702,14.870492938706647,14.8040294370695,14.853749115078145,0.0219909592548152,0.034463915852176,0.0167078186894562,0.0343134021218157,0.0547192124921166,0.5224993141690355,-0.0497196780086461,0.0408823162848292,0.0645879383548572,34.798528146525065,122.55654919126042,-36.13840355962648,15.635070118395689,15.113755052509164,14.86676083372793,14.807542033789932,14.857428666924616,0.0186634092817113,0.0154094883083567,0.0166584964076458,0.019196034555211,0.0507365218784365,0.5213150658865242,-0.0498866331346832,0.0242027927302212,0.0542464966146748,69.24579662100676
5,111,pickles_uk_55.fits,G5IV,111.0,122.46749877605886,-36.19818249895439,15.854061450139444,15.31305680873256,15.04693506034966,14.935964470831337,14.927752808157638,0.0215247392033497,0.0223036956490454,0.0181006771382798,0.031196502339043,0.0493895290499912,0.5410046414068823,0.0082116626736983,0.030996277798753,0.0584170124019523,28.20177645843316,122.46749877605886,-36.19818249895439,15.842720157089516,15.297186653501916,15.035247664720142,14.916653266648966,14.912804149528752,0.0178767153253057,0.0157175837974109,0.0151812934368693,0.0156655488388952,0.0367149940467299,0.545533503587599,0.0038491171202146,0.0238037684254123,0.0399174173547741,58.33467333510338
6,118,pickles_uk_125.fits,G2I,118.0,122.56597439898287,-36.1777670603112,15.705003578798898,15.325466167616751,15.10832277270408,15.00914981929886,14.988840115615142,0.0230409225326286,0.0246918302685363,0.0206996488625201,0.0342455548511698,0.0451850269305366,0.3795374111821452,0.0203097036837185,0.0337723347307349,0.0566960729308283,24.54250903505697,122.56597439898287,-36.1777670603112,15.696560155808616,15.32105423860182,15.106079636094606,15.00425521502025,14.971651509377484,0.0199009252670884,0.0176141350311158,0.0148960505375128,0.019999343027086,0.0381198073156594,0.3755059172067945,0.0326037056427654,0.0265763913912446,0.043047571723595,49.57447849797507
7,123,pickles_uk_37.fits,K7V,123.0,122.53213626779984,-36.20982110011813,15.41089354444806,14.169070026111877,13.574203012345365,13.305426129759752,13.174151816007768,0.0223476676183448,0.0209137155466931,0.0212998833654999,0.0254585961752491,0.0416591258215745,1.2418235183361848,0.1312743137519838,0.0306072172199305,0.0488223604860743,109.7286935120124,122.53213626779984,-36.20982110011813,15.424983087058727,14.170302017732464,13.575189600256724,13.304485432067112,13.168928553457128,0.0160399063813861,0.0116077556482747,0.0183552680918559,0.0115283456945431,0.0328639313462036,1.2546810693262636,0.1355568786099841,0.0197994592833664,0.0348272987465418,219.5514567932888
8,131,pickles_uk_11.fits,A3V,131.0,122.57356119919478,-36.1780034305056,14.336623860803096,14.06316547789359,13.948258517131627,13.957574417343714,14.06382803148367,0.0235453712081253,0.0279121877290844,0.0212092739108813,0.0366907327055631,0.0677888595871879,0.2734583829095065,-0.1062536141399554,0.0365167732576698,0.0770813813485628,77.12127913281428,122.57356119919478,-36.1780034305056,14.325005269044382,14.055877858415917,13.94087855871095,13.95014770479712,14.052386536456664,0.0152988168962728,0.0142261981683519,0.013351429653623,0.0163609287863072,0.0414181052376281,0.2691274106284673,-0.1022388316595446,0.0208911108548804,0.0445324536964432,154.98522952028804
9,141,pickles_uk_13.fits,A7V,141.0,122.5134670184706,-36.19938833656411,15.406302311314262,14.671019539647885,14.384671853248715,14.27063829674158,14.285009363972808,0.021577465679446,0.0222003348341191,0.0190037292101561,0.021975982878352,0.0486772294559394,0.7352827716663768,-0.0143710672312273,0.0309587126976345,0.0534080189763279,61.46808516292097,122.5134670184706,-36.19938833656411,15.400030800283515,14.66127975110406,14.365704081272924,14.252308451163806,14.269570050959413,0.0172612628337323,0.0146094176709496,0.0115671023598579,0.0154976235718654,0.0407321082852143,0.7387510491794558,-0.0172615997956064,0.0226138514919383,0.043580740949801,124.7691548836194
10,150,pickles_uk_93.fits,K5III,150.0,122.47244728327304,-36.14029808762361,14.959603954110118,13.567745438735155,12.861610859255029,12.52133236662456,12.318366827057227,0.0262053554998331,0.0309071168166992,0.0287566209182448,0.0236753819769759,0.0402623134499255,1.3918585153749632,0.2029655395673302,0.040521235504285,0.0467073612623938,148.93338166877203,122.47244728327304,-36.14029808762361,14.961924598670816,13.5472789019115,12.84353352918994,12.505915166708336,12.311496372266792,0.0114909602398408,0.0116098999641328,0.0194295894731823,0.0089511346757711,0.0303886750035704,1.4146456967593153,0.1944187944415443,0.0163349914114081,0.0316795577692684,299.4084833291664
11,159,pickles_uk_123.fits,F8I,159.0,122.56210340125511,-36.21080076132043,15.829870913444468,15.211115809724474,14.865053110538454,14.740589033127575,14.734420961636784,0.0217433274131332,0.0263288544819278,0.0255849168847942,0.0229516956187078,0.0501255963069887,0.6187551037199945,0.0061680714907925,0.0341464619737571,0.0551303522291035,37.97054834362123,122.56210340125511,-36.21080076132043,15.824639565398009,15.198751441763342,14.84623595595584,14.727240031039791,14.718173474247898,0.0194819517959567,0.014534712206262,0.0168998163235154,0.0157899529585938,0.044563723482724,0.6258881236346667,0.0090665567918932,0.024306466314519,0.0472784101369673,77.27599689602087
12,175,pickles_uk_122.fits,F5I,175.0,122.42323543220208,-36.18825990520626,15.56438459626116,15.164204960800795,14.96614771980006,14.887449299881002,14.899435457417836,0.0280513080734085,0.025674831931811,0.027598475553446,0.0279827529835138,0.0307510867598927,0.400179635460363,-0.0119861575368336,0.0380272649470878,0.0415772029055683,30.627535005949905,122.42323543220208,-36.18825990520626,15.557129048221787,15.16186655035902,14.963086428656256,14.88426481742507,14.893810551852242,0.0140530210627696,0.0144021812559605,0.0215417901488319,0.0140026283864193,0.0394979563661486,0.3952624978627685,-0.0095457344271725,0.020122381218936,0.0419065884895244,61.57351825749302
13,180,pickles_uk_94.fits,rK5III,180.0,122.4324463333783,-36.1806987624894,15.472063898802976,14.316941273431418,13.748660085136615,13.45748330092693,13.306783050489276,0.0310674611811047,0.0215395301989674,0.0258490031331153,0.0376937441209654,0.0714583786487944,1.1551226253715576,0.1507002504376533,0.0378039482783436,0.0807905825265005,102.12583495365352,122.4324463333783,-36.1806987624894,15.475549499783016,14.308972203518254,13.733098058843352,13.449870693223527,13.306553993558277,0.0125634673099625,0.0111265470029181,0.0246252025758443,0.009985133543208,0.0288175351627495,1.1665772962647625,0.1433166996652524,0.0167821559716456,0.0304984134789337,205.0129306776473
14,201,pickles_uk_14.fits,F0V,201.0,122.50662252152624,-36.17634469541338,15.740949724883883,15.12663432804401,14.89921026485096,14.811261334063056,14.84457380261436,0.0229652475507652,0.0337973046262602,0.0245713969133646,0.0405472548996451,0.050373246155603,0.6143153968398725,-0.0333124685513066,0.0408614781312199,0.0646648575978465,34.43693329684727,122.50662252152624,-36.17634469541338,15.73857084333606,15.121020554855027,14.878951452609492,14.803399358004324,14.834675051222028,0.0169016528888551,0.0137777237089625,0.0163421977981077,0.0169407564011288,0.0470310839053187,0.6175502884810324,-0.0312756932177027,0.0218057685252287,0.0499891196236893,69.66006419956744
15,204,pickles_uk_37.fits,K7V,204.0,122.5065347049896,-36.14585338874767,15.70348486381764,15.092022104382435,14.735782532054,14.51925298033602,14.397173963630404,0.0222655924027062,0.0685364104835367,0.0194948521571744,0.0449647476051437,0.0453654495703975,0.611462759435204,0.1220790167056176,0.0720624463018797,0.0638737234073493,49.03735098319899,122.5065347049896,-36.14585338874767,15.697978720889129,15.080308373638786,14.728636248964516,14.517008579535696,14.395984439999436,0.0172846562070881,0.0160280345317187,0.0190483107732901,0.0142475217553672,0.0442521266899658,0.6176703472503426,0.1210241395362619,0.0235723828058853,0.0464891664020172,98.29914204643036
16,217,pickles_uk_29.fits,rG5V,217.0,122.58436828301154,-36.1561010455529,15.582938488111791,15.043268999181784,14.724719916444547,14.588655570310118,14.54748376635856,0.022020253662517,0.0338478712091316,0.0223440356922603,0.0367706723550239,0.0902207517034994,0.5396694889300093,0.041171803951558,0.0403803164518501,0.0974262099405751,45.56722148449408,122.58436828301154,-36.1561010455529,15.579949109094365,15.038630673524116,14.722621297117293,14.589907038877366,14.550392111518986,0.0162179783115689,0.0128567496847394,0.0191563633246364,0.0149571869345887,0.0450207179710825,0.5413184355702487,0.039514927358379,0.0206958651177129,0.0474403044639047,91.00929611226346
17,244,pickles_uk_65.fits,A0III,244.0,122.50713671425127,-36.09783728813559,15.304056779089224,14.93484986871879,14.762610300254584,14.7527461529524,14.818046572596227,0.0222038536782475,0.0690700045476351,0.0110054541435411,0.069141759468099,0.0793957974937807,0.3692069103704352,-0.065300419643826,0.0725512001718467,0.1052818862008935,37.362692352379945,122.50713671425127,-36.09783728813559,15.296677277480557,14.921446055168522,14.741265303869266,14.733906594489913,14.8136979607616,0.0123034567825531,0.0137029263019543,0.013329429510084,0.0139935234405482,0.0519532532789686,0.3752312223120349,-0.0797913662716869,0.0184158963408503,0.05380482529058,76.60934055100874
18,257,pickles_uk_84.fits,K2III,257.0,122.4767057366146,-36.132520397752266,15.200160663459584,14.64368105827765,14.321275023295366,14.148868598581208,14.059460061662003,0.021606387519434,0.0315987879376101,0.0245761039457292,0.0262400615023444,0.0477173363193421,0.5564796051819343,0.0894085369192048,0.0382794903409908,0.0544562669769057,67.5565700709396,122.4767057366146,-36.132520397752266,15.185984227717883,14.622744964534448,14.31158553546046,14.135296961821007,14.051443397152962,0.0105041750539598,0.0140109398065155,0.0161549374471175,0.0131135910021878,0.038336029748794,0.5632392631834371,0.0838535646680469,0.0175112571743445,0.0405168785307195,136.4703038178991
19,262,pickles_uk_11.fits,A3V,262.0,122.4650518376734,-36.20220578232441,13.618701648614405,13.474430766284083,13.435971482774692,13.44245318554984,13.527124030051311,0.0206933783574764,0.0221654486855706,0.02126859905896,0.0342269087847245,0.0455408483550881,0.1442708823303213,-0.0846708445014705,0.030323638028415,0.056968852488522,102.87734072250797,122.4650518376734,-36.20220578232441,13.606047463232985,13.45975409773058,13.43032986567232,13.432916724301307,13.529592884102325,0.0125260319661561,0.0135217661215641,0.0138437913086233,0.01045882685556,0.0273028609426342,0.1462933655024034,-0.0966761598010172,0.0184320274485321,0.0292375319554747,206.70832756986923
20,272,pickles_uk_109.fits,F2II,272.0,122.58011898232212,-36.150032013232114,14.33340838535108,13.989264711909913,13.777700586683014,13.695299759473537,13.675007876323566,0.0188074580120327,0.0459750265881063,0.0137711655917736,0.037996193390121,0.078980713406442,0.3441436734411667,0.0202918831499694,0.0496731672701817,0.0876451014166223,90.23501202632325,122.58011898232212,-36.150032013232114,14.324117639759653,13.98326327160908,13.76867127740638,13.694175519169258,13.67992224632796,0.0121373360955047,0.0078389305876923,0.0108097561940726,0.0111799109010899,0.0388659266652929,0.3408543681505733,0.014253272841298,0.014448659462175,0.0404419418834981,180.58244808307415
21,308,pickles_uk_54.fits,G2IV,308.0,122.41228270405348,-36.18619152840608,15.466607899153836,14.919415215742925,14.683280213926649,14.54596802159223,14.533801652475804,0.0291976683388092,0.0233304900569233,0.0329595333207057,0.0628057236762278,0.0755376348014593,0.5471926834109127,0.0121663691164268,0.0373739963439729,0.0982369238010501,47.70159892038848,122.41228270405348,-36.18619152840608,15.46724963103904,14.915648492562052,14.65495295474809,14.539737145143349,14.53407213287881,0.0114231951893651,0.0100613164245564,0.0177627384109487,0.0106996533835622,0.0298329554671849,0.5516011384769879,0.0056650122645383,0.0152223347923169,0.031693655744256,96.02628548566514
22,346,pickles_uk_48.fits,A0IV,346.0,122.55761020097307,-36.23734188494892,13.78402734989364,13.396295521902594,13.256941545569216,13.24006585551536,13.33263005804976,0.0200645568512811,0.1098887701460198,0.0109008701127719,0.0282088162487426,0.0460877500604166,0.3877318279910451,-0.0925642025343993,0.1117055425923131,0.0540353404707212,112.99670722423194,122.55761020097307,-36.23734188494892,13.78789753419563,13.3962385707812,13.247430473817744,13.248751600281732,13.337623517322085,0.010302584626049,0.0096248554006518,0.0112915747317531,0.0093138552547289,0.0329766094554741,0.3916589634144287,-0.0888719170403522,0.0140989748372127,0.0342666699707588,225.1248399718268
23,369,pickles_uk_67.fits,A5III,369.0,122.50651512901844,-36.13225103937116,15.300275385033416,14.6971781155111,14.458162673158624,14.402482491590298,14.444792069910651,0.0221022421681004,0.0199322647325038,0.024510362123398,0.0235228674101559,0.0550324461548487,0.6030972695223156,-0.0423095783203528,0.0297624643842537,0.0598489383446531,54.87587542048509,122.50651512901844,-36.13225103937116,15.29239676563258,14.676972734707968,14.45312932640087,14.381001401814984,14.437153204049624,0.0121830278260925,0.011927326550123,0.0234895897476316,0.0130451724794482,0.0411877012656368,0.6154240309246131,-0.0561518022346394,0.0170495538253825,0.0432042042001226,111.89985981850155
24,385,pickles_uk_130.fits,K4I,385.0,122.44238918360796,-36.1777514035144,16.31874160168124,15.0108459659497,14.355431229198455,14.055204765082689,13.882384286618182,0.0277122009928518,0.0207618673010107,0.0193926119209074,0.0330694024099566,0.0331213600571374,1.3078956357315406,0.1728204784645068,0.0346268857637096,0.0468039514120996,72.23976174586556,122.44238918360796,-36.1777514035144,16.30438912832851,14.98860874198236,14.337709943244608,14.028045389349572,13.859883558241153,0.0254163520331244,0.0122489913001131,0.016428238029451,0.01415682457118,0.0315449052965126,1.315780386346148,0.1681618311084189,0.0282139812600412,0.0345759559825194,147.19546106504282
25,392,pickles_uk_65.fits,A0III,392.0,122.55348041669046,-36.25053035257505,14.348143388766967,13.873195707482694,13.722604573938398,13.702332232237552,13.782720386507954,0.0256533498665084,0.0292787302013269,0.0089789934430404,0.0325534620566692,0.041870668854126,0.4749476812842736,-0.0803881542704019,0.0389273477336381,0.0530365987047329,89.8833883881224,122.55348041669046,-36.25053035257505,14.346969165079644,13.87191422082184,13.724128584443338,13.70250111751311,13.783151372045197,0.0128952909945778,0.0092149305530928,0.0142230072302848,0.0118481992127804,0.0285220157985468,0.4750549442578045,-0.0806502545320864,0.0158493998287999,0.0308850321320584,179.749888248689
26,414,pickles_uk_127.fits,G8I,414.0,122.43620951496662,-36.09603949893295,15.765970437783997,15.165334183138963,14.827558448036289,14.67431637779432,14.59038133786084,0.0168134096422923,0.0202448061412862,0.0161030801453888,0.095612055247407,0.07809663636247,0.6006362546450337,0.0839350399334808,0.0263162102039368,0.1234534313810883,41.28418111028402,122.43620951496662,-36.09603949893295,15.757321715989915,15.147238738894378,14.811052421718928,14.653199705202848,14.580633373042144,0.0136598569816085,0.0132820583354072,0.0136732065105655,0.0118264078400876,0.0410295904538218,0.6100829770955372,0.0725663321607044,0.0190526839679652,0.0427000142296045,84.6800294797152
27,433,pickles_uk_66.fits,A3III,433.0,122.60365405252652,-36.20204652305915,15.206659362919286,14.723644864695933,14.48812647619933,14.437266039737654,14.492236719248613,0.0252633051717254,0.0408887413313554,0.0129808414252922,0.0294028139037137,0.0556540627508794,0.4830144982233548,-0.0549706795109585,0.0480637467938385,0.0629436268905378,53.13669801311729,122.60365405252652,-36.20204652305915,15.204249000661935,14.707358793690185,14.473034742893086,14.427806672460664,14.491195545071914,0.0139247107069569,0.0129494336453635,0.0121910619504686,0.0143577389466936,0.0369166646799867,0.4968902069717522,-0.0633888726112505,0.0190153990231105,0.0396104127566979,107.21933275393366
28,440,pickles_uk_11.fits,A3V,440.0,122.61374646493172,-36.208323845290366,14.502407763053824,14.225089896757138,14.10180292503427,14.095002816387854,14.198870605854362,0.0253732430624109,0.0367406872441808,0.0309208839943909,0.0390181905240354,0.0454780396788872,0.277317866296686,-0.1038677894665074,0.0446506389951912,0.0599222102796982,70.24985918060729,122.61374646493172,-36.208323845290366,14.483233545867195,14.185703304591438,14.041153206201058,14.038695656410724,14.140265159965574,0.0168659375968697,0.0200191237440326,0.0199742790121306,0.0192780988329544,0.0405932735040789,0.2975302412757568,-0.1015695035548507,0.0261768058880451,0.0449383905852236,146.13043435892763
29,460,pickles_uk_67.fits,A5III,460.0,122.51555040839357,-36.08038215468096,15.65378373100449,15.19590975341124,15.006315532142626,14.96774156590683,15.016895911154116,0.0237232782476361,0.0453434022203372,0.01075689503456,0.0410305635168272,0.06560441188296,0.4578739775932501,-0.0491543452472882,0.0511743886698224,0.0773785887763369,26.612921704658543,122.51555040839357,-36.08038215468096,15.645785851030736,15.17334808767751,14.965331595255533,14.923063488792137,14.980784036033596,0.0188075161792232,0.0175735547930472,0.0141625373149419,0.0180419459419513,0.0503753205119739,0.4724377633532253,-0.0577205472414625,0.0257400950444239,0.05350873508182,57.69365112078653
30,468,pickles_uk_25.fits,rG0V,468.0,122.46791708861198,-36.24317985566378,13.69161402037793,13.45434293554342,13.300912015666608,13.21364007506376,13.186400092714331,0.0217733630720325,0.0262804337817324,0.0261978491112103,0.0496408095972073,0.0393445870689088,0.2372710848345089,0.0272399823494282,0.0341282952873796,0.0633419806217735,114.31799624681204,122.46791708861198,-36.24317985566378,13.679268208216362,13.439388801985064,13.288983420092922,13.198769885775553,13.172372669785588,0.0132952845184659,0.0161384797771266,0.0196210134744678,0.0114715698107532,0.0293273626631465,0.2398794062312976,0.026397215989963,0.0209096896185401,0.0314911275552131,230.1230114224449
31,470,pickles_uk_70.fits,F2III,470.0,122.51590542881526,-36.15600732295299,14.546817777592643,14.240100190342227,14.070187009337996,14.006906510554495,14.008693077436602,0.0204365053673445,0.0199398705334039,0.0077991911336776,0.0198932649938727,0.0338425912592904,0.3067175872504144,-0.0017865668821066,0.0285525688602341,0.0392563749633081,74.65467447227523,122.51590542881526,-36.15600732295299,14.530838587860336,14.227606116717606,14.043926836536862,13.993008313069978,13.997266254276992,0.0139359809357936,0.0134937979181564,0.0147289124641143,0.0128381809068145,0.0363270053674643,0.3032324711427314,-0.0042579412070136,0.0193983026808751,0.0385288230804404,150.69916869300215
